band,STM,value,class,endmember
red,std,65,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,6,8,bare ground
red,std,0,8,bare ground
red,std,719,8,bare ground
red,std,-9999,8,bare ground
red,std,48,8,bare ground
red,std,97,8,bare ground
red,std,63,8,bare ground
red,std,0,8,bare ground
red,std,455,8,bare ground
red,std,181,8,bare ground
red,std,161,8,bare ground
red,std,-9999,8,bare ground
red,std,48,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,73,8,bare ground
red,std,0,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,77,8,bare ground
red,std,-9999,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,845,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,48,8,bare ground
red,std,22,8,bare ground
red,std,567,8,bare ground
red,std,0,8,bare ground
red,std,164,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,47,8,bare ground
red,std,0,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,-9999,8,bare ground
red,std,0,8,bare ground
red,std,0,8,bare ground
red,std,-9999,8,bare ground
red,std,251,8,bare ground
red,std,412,8,bare ground
red,std,-9999,8,bare ground
red,std,265,8,bare ground
red,std,96,8,bare ground
red,std,297,8,bare ground
red,std,92,8,bare ground
red,std,18,8,bare ground
red,std,319,8,bare ground
red,std,301,8,bare ground
red,std,54,8,bare ground
red,q10,1184,8,bare ground
red,q10,1456,8,bare ground
red,q10,313,8,bare ground
red,q10,2156,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,323,8,bare ground
red,q10,-9999,8,bare ground
red,q10,2922,8,bare ground
red,q10,730,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,724,8,bare ground
red,q10,1739,8,bare ground
red,q10,-9999,8,bare ground
red,q10,3105,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1539,8,bare ground
red,q10,-9999,8,bare ground
red,q10,3047,8,bare ground
red,q10,3089,8,bare ground
red,q10,693,8,bare ground
red,q10,3209,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,506,8,bare ground
red,q10,1428,8,bare ground
red,q10,706,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1820,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1383,8,bare ground
red,q10,1883,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1235,8,bare ground
red,q10,1816,8,bare ground
red,q10,129,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1549,8,bare ground
red,q10,1852,8,bare ground
red,q10,1668,8,bare ground
red,q10,2071,8,bare ground
red,q10,199,8,bare ground
red,q10,1558,8,bare ground
red,q10,1772,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1994,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1633,8,bare ground
red,q10,1690,8,bare ground
red,q10,2057,8,bare ground
red,q10,-9999,8,bare ground
red,q10,927,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1124,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1311,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1620,8,bare ground
red,q10,-9999,8,bare ground
red,q10,137,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1570,8,bare ground
red,q10,1336,8,bare ground
red,q10,189,8,bare ground
red,q10,532,8,bare ground
red,q10,865,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,516,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1655,8,bare ground
red,q10,1846,8,bare ground
red,q10,3667,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,-9999,8,bare ground
red,q10,2443,8,bare ground
red,q10,4168,8,bare ground
red,q10,-9999,8,bare ground
red,q10,1645,8,bare ground
red,q10,1997,8,bare ground
red,q10,-9999,8,bare ground
red,q10,2458,8,bare ground
red,q10,1586,8,bare ground
red,q10,2582,8,bare ground
red,q10,2885,8,bare ground
red,q10,2528,8,bare ground
red,q10,1098,8,bare ground
red,q10,2370,8,bare ground
red,q10,1409,8,bare ground
red,q50,1279,8,bare ground
red,q50,1469,8,bare ground
red,q50,483,8,bare ground
red,q50,2156,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1189,8,bare ground
red,q50,-9999,8,bare ground
red,q50,3078,8,bare ground
red,q50,860,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,724,8,bare ground
red,q50,1739,8,bare ground
red,q50,-9999,8,bare ground
red,q50,3105,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1539,8,bare ground
red,q50,-9999,8,bare ground
red,q50,3508,8,bare ground
red,q50,3089,8,bare ground
red,q50,693,8,bare ground
red,q50,3579,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,641,8,bare ground
red,q50,1428,8,bare ground
red,q50,815,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1820,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1406,8,bare ground
red,q50,1884,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1245,8,bare ground
red,q50,1816,8,bare ground
red,q50,831,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1563,8,bare ground
red,q50,1963,8,bare ground
red,q50,1787,8,bare ground
red,q50,2071,8,bare ground
red,q50,595,8,bare ground
red,q50,1722,8,bare ground
red,q50,1945,8,bare ground
red,q50,-9999,8,bare ground
red,q50,2048,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1715,8,bare ground
red,q50,1690,8,bare ground
red,q50,2057,8,bare ground
red,q50,-9999,8,bare ground
red,q50,927,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1146,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1311,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1620,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1785,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1664,8,bare ground
red,q50,1380,8,bare ground
red,q50,580,8,bare ground
red,q50,532,8,bare ground
red,q50,1069,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,516,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,1756,8,bare ground
red,q50,1847,8,bare ground
red,q50,3668,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,-9999,8,bare ground
red,q50,2443,8,bare ground
red,q50,4168,8,bare ground
red,q50,-9999,8,bare ground
red,q50,2061,8,bare ground
red,q50,2083,8,bare ground
red,q50,-9999,8,bare ground
red,q50,2963,8,bare ground
red,q50,1808,8,bare ground
red,q50,2492,8,bare ground
red,q50,2931,8,bare ground
red,q50,2561,8,bare ground
red,q50,1316,8,bare ground
red,q50,2661,8,bare ground
red,q50,1501,8,bare ground
red,q90,1879,8,bare ground
red,q90,1559,8,bare ground
red,q90,1571,8,bare ground
red,q90,2156,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1317,8,bare ground
red,q90,-9999,8,bare ground
red,q90,3202,8,bare ground
red,q90,885,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,724,8,bare ground
red,q90,1739,8,bare ground
red,q90,-9999,8,bare ground
red,q90,3105,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1539,8,bare ground
red,q90,-9999,8,bare ground
red,q90,3587,8,bare ground
red,q90,3089,8,bare ground
red,q90,693,8,bare ground
red,q90,3579,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,819,8,bare ground
red,q90,1428,8,bare ground
red,q90,1115,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1820,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1513,8,bare ground
red,q90,1884,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1249,8,bare ground
red,q90,1816,8,bare ground
red,q90,1691,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1593,8,bare ground
red,q90,2062,8,bare ground
red,q90,1804,8,bare ground
red,q90,2071,8,bare ground
red,q90,1206,8,bare ground
red,q90,1962,8,bare ground
red,q90,2174,8,bare ground
red,q90,-9999,8,bare ground
red,q90,2096,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1788,8,bare ground
red,q90,1690,8,bare ground
red,q90,2057,8,bare ground
red,q90,-9999,8,bare ground
red,q90,927,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1290,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1311,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1620,8,bare ground
red,q90,-9999,8,bare ground
red,q90,2098,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1683,8,bare ground
red,q90,1396,8,bare ground
red,q90,1351,8,bare ground
red,q90,532,8,bare ground
red,q90,1163,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,516,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,1756,8,bare ground
red,q90,1847,8,bare ground
red,q90,3668,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,-9999,8,bare ground
red,q90,2443,8,bare ground
red,q90,4168,8,bare ground
red,q90,-9999,8,bare ground
red,q90,2179,8,bare ground
red,q90,2902,8,bare ground
red,q90,-9999,8,bare ground
red,q90,3065,8,bare ground
red,q90,1880,8,bare ground
red,q90,2810,8,bare ground
red,q90,3034,8,bare ground
red,q90,2570,8,bare ground
red,q90,1800,8,bare ground
red,q90,3052,8,bare ground
red,q90,1531,8,bare ground
NIR,std,598,8,bare ground
NIR,std,126,8,bare ground
NIR,std,755,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,618,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,106,8,bare ground
NIR,std,109,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,0,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,496,8,bare ground
NIR,std,0,8,bare ground
NIR,std,0,8,bare ground
NIR,std,81,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,528,8,bare ground
NIR,std,0,8,bare ground
NIR,std,113,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,107,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,22,8,bare ground
NIR,std,0,8,bare ground
NIR,std,950,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,88,8,bare ground
NIR,std,61,8,bare ground
NIR,std,163,8,bare ground
NIR,std,0,8,bare ground
NIR,std,474,8,bare ground
NIR,std,385,8,bare ground
NIR,std,198,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,74,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,58,8,bare ground
NIR,std,0,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,87,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,1079,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,76,8,bare ground
NIR,std,39,8,bare ground
NIR,std,1007,8,bare ground
NIR,std,0,8,bare ground
NIR,std,143,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,16,8,bare ground
NIR,std,0,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,0,8,bare ground
NIR,std,0,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,457,8,bare ground
NIR,std,97,8,bare ground
NIR,std,-9999,8,bare ground
NIR,std,319,8,bare ground
NIR,std,128,8,bare ground
NIR,std,479,8,bare ground
NIR,std,218,8,bare ground
NIR,std,40,8,bare ground
NIR,std,404,8,bare ground
NIR,std,303,8,bare ground
NIR,std,349,8,bare ground
NIR,q10,2737,8,bare ground
NIR,q10,2175,8,bare ground
NIR,q10,516,8,bare ground
NIR,q10,2646,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,344,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,3940,8,bare ground
NIR,q10,1005,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,515,8,bare ground
NIR,q10,1881,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,4259,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,2605,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,3818,8,bare ground
NIR,q10,4090,8,bare ground
NIR,q10,507,8,bare ground
NIR,q10,4087,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,2326,8,bare ground
NIR,q10,2274,8,bare ground
NIR,q10,4622,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,2151,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,1556,8,bare ground
NIR,q10,2192,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,1459,8,bare ground
NIR,q10,2070,8,bare ground
NIR,q10,160,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,1741,8,bare ground
NIR,q10,2079,8,bare ground
NIR,q10,1793,8,bare ground
NIR,q10,3023,8,bare ground
NIR,q10,360,8,bare ground
NIR,q10,2063,8,bare ground
NIR,q10,2175,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,2311,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,1813,8,bare ground
NIR,q10,2001,8,bare ground
NIR,q10,2233,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,1020,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,1262,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,1605,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,1854,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,145,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,1731,8,bare ground
NIR,q10,1967,8,bare ground
NIR,q10,499,8,bare ground
NIR,q10,690,8,bare ground
NIR,q10,597,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,364,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,2130,8,bare ground
NIR,q10,2387,8,bare ground
NIR,q10,4613,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,2422,8,bare ground
NIR,q10,4546,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,2202,8,bare ground
NIR,q10,2333,8,bare ground
NIR,q10,-9999,8,bare ground
NIR,q10,3211,8,bare ground
NIR,q10,1836,8,bare ground
NIR,q10,3216,8,bare ground
NIR,q10,3948,8,bare ground
NIR,q10,2740,8,bare ground
NIR,q10,1375,8,bare ground
NIR,q10,2850,8,bare ground
NIR,q10,2049,8,bare ground
NIR,q50,3081,8,bare ground
NIR,q50,2211,8,bare ground
NIR,q50,734,8,bare ground
NIR,q50,2646,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,1343,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,4099,8,bare ground
NIR,q50,1218,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,515,8,bare ground
NIR,q50,1881,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,4259,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,2606,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,4765,8,bare ground
NIR,q50,4090,8,bare ground
NIR,q50,507,8,bare ground
NIR,q50,4087,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,2842,8,bare ground
NIR,q50,2274,8,bare ground
NIR,q50,4650,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,-9999,8,bare ground
NIR,q50,-9999,8,bare ground
